Ticket ID,Ticket Subject,Ticket Type,predicted_type,Ticket Priority,predicted_priority
2318,Data loss,Cancellation request,Technical issue,Low,High
2319,Account access,Product inquiry,Product inquiry,Medium,Medium
2320,Payment issue,Cancellation request,Cancellation request,Medium,Medium
2321,Network problem,Technical issue,Technical issue,Medium,Critical
2322,Hardware issue,Technical issue,Technical issue,Medium,Medium
2323,Cancellation request,Product inquiry,Product inquiry,High,High
2324,Product recommendation,Product inquiry,Product inquiry,Low,High
2325,Product compatibility,Billing inquiry,Billing inquiry,Low,Medium
2326,Battery life,Product inquiry,Product inquiry,Medium,Medium
2327,Data loss,Refund request,Refund request,Low,High
2328,Hardware issue,Cancellation request,Cancellation request,Medium,Medium
2329,Battery life,Billing inquiry,Billing inquiry,Critical,Critical
2330,Refund request,Billing inquiry,Cancellation request,Critical,Critical
2331,Data loss,Product inquiry,Product inquiry,Low,High
2332,Delivery problem,Technical issue,Technical issue,Critical,Critical
2333,Software bug,Cancellation request,Cancellation request,Critical,Critical
2334,Product setup,Billing inquiry,Refund request,Critical,High
2335,Peripheral compatibility,Cancellation request,Billing inquiry,Low,Low
2336,Software bug,Product inquiry,Billing inquiry,Medium,Medium
2337,Peripheral compatibility,Cancellation request,Technical issue,Low,Medium
2338,Payment issue,Technical issue,Billing inquiry,Critical,Critical
2339,Product setup,Refund request,Refund request,Medium,High
2340,Software bug,Product inquiry,Refund request,Low,Critical
2341,Network problem,Technical issue,Technical issue,Low,Low
2342,Product recommendation,Technical issue,Cancellation request,Medium,Critical
2343,Hardware issue,Product inquiry,Cancellation request,Critical,Low
2344,Refund request,Technical issue,Billing inquiry,Critical,Critical
2345,Installation support,Cancellation request,Cancellation request,Critical,Low
2346,Battery life,Product inquiry,Billing inquiry,Critical,Medium
2347,Peripheral compatibility,Product inquiry,Product inquiry,Low,Low
2348,Battery life,Product inquiry,Refund request,High,High
2349,Display issue,Technical issue,Technical issue,Critical,Critical
2350,Delivery problem,Billing inquiry,Billing inquiry,Low,High
2351,Account access,Technical issue,Billing inquiry,Critical,Medium
2352,Product compatibility,Billing inquiry,Billing inquiry,Medium,Critical
2353,Delivery problem,Product inquiry,Cancellation request,Medium,Critical
2354,Product compatibility,Billing inquiry,Product inquiry,Medium,Medium
2355,Peripheral compatibility,Product inquiry,Product inquiry,Medium,Medium
2356,Product compatibility,Product inquiry,Cancellation request,Low,High
2357,Battery life,Billing inquiry,Technical issue,Low,Low
2358,Display issue,Cancellation request,Cancellation request,High,High
2359,Battery life,Technical issue,Billing inquiry,Low,Critical
2360,Product compatibility,Technical issue,Technical issue,Critical,Critical
2361,Software bug,Technical issue,Technical issue,Medium,Medium
2362,Product compatibility,Billing inquiry,Cancellation request,Medium,Medium
2363,Delivery problem,Billing inquiry,Cancellation request,Critical,Medium
2364,Product recommendation,Cancellation request,Cancellation request,Medium,Low
2365,Product compatibility,Refund request,Cancellation request,High,High
2366,Peripheral compatibility,Technical issue,Technical issue,Low,Low
2367,Refund request,Billing inquiry,Cancellation request,Critical,Critical
2368,Product recommendation,Refund request,Cancellation request,Critical,Low
2369,Installation support,Cancellation request,Cancellation request,Low,High
2370,Delivery problem,Product inquiry,Technical issue,Low,Low
2371,Installation support,Refund request,Refund request,Critical,Medium
2372,Installation support,Cancellation request,Technical issue,Low,Low
2373,Product compatibility,Technical issue,Technical issue,Medium,Medium
2374,Product setup,Cancellation request,Cancellation request,High,High
2375,Battery life,Billing inquiry,Cancellation request,High,High
2376,Installation support,Refund request,Refund request,Medium,Low
2377,Account access,Technical issue,Billing inquiry,High,High
2378,Cancellation request,Product inquiry,Cancellation request,Low,Low
2379,Software bug,Technical issue,Technical issue,Medium,Medium
2380,Payment issue,Cancellation request,Billing inquiry,High,High
2381,Network problem,Refund request,Technical issue,Low,Low
2382,Network problem,Refund request,Cancellation request,High,Critical
2383,Product compatibility,Billing inquiry,Billing inquiry,Medium,Medium
2384,Battery life,Billing inquiry,Billing inquiry,Medium,High
2385,Cancellation request,Technical issue,Technical issue,Medium,Medium
2386,Hardware issue,Product inquiry,Cancellation request,High,Critical
2387,Installation support,Technical issue,Technical issue,Critical,Medium
2388,Network problem,Billing inquiry,Technical issue,Medium,Critical
2389,Battery life,Technical issue,Refund request,Low,Low
2390,Delivery problem,Cancellation request,Cancellation request,Low,Medium
2391,Display issue,Technical issue,Product inquiry,Critical,High
2392,Network problem,Refund request,Refund request,High,Low
2393,Battery life,Refund request,Product inquiry,Medium,Medium
2394,Product compatibility,Technical issue,Technical issue,High,High
2395,Data loss,Refund request,Cancellation request,High,Low
2396,Network problem,Refund request,Refund request,High,High
2397,Refund request,Billing inquiry,Billing inquiry,Critical,Critical
2398,Cancellation request,Refund request,Product inquiry,High,Critical
2399,Network problem,Technical issue,Refund request,Critical,Medium
2400,Refund request,Technical issue,Product inquiry,High,Critical
2401,Product setup,Refund request,Technical issue,Critical,Low
2402,Product recommendation,Billing inquiry,Billing inquiry,Medium,Medium
2403,Payment issue,Product inquiry,Product inquiry,Low,Low
2404,Network problem,Refund request,Refund request,Low,Low
2405,Product setup,Cancellation request,Refund request,Low,High
2406,Cancellation request,Cancellation request,Refund request,Medium,Low
2407,Product setup,Refund request,Product inquiry,Medium,Low
2408,Installation support,Product inquiry,Billing inquiry,Medium,Low
2409,Battery life,Technical issue,Technical issue,Critical,Critical
2410,Peripheral compatibility,Cancellation request,Cancellation request,Low,Low
2411,Software bug,Technical issue,Technical issue,Critical,Medium
2412,Delivery problem,Technical issue,Product inquiry,Medium,Low
2413,Software bug,Technical issue,Refund request,High,Medium
2414,Delivery problem,Product inquiry,Technical issue,Critical,Critical
2415,Refund request,Refund request,Refund request,Medium,Medium
2416,Payment issue,Technical issue,Refund request,Low,Medium
2417,Cancellation request,Refund request,Refund request,Medium,Low
2418,Software bug,Refund request,Product inquiry,High,Low
2419,Battery life,Cancellation request,Refund request,Critical,Low
2420,Account access,Refund request,Refund request,Low,Medium
2421,Hardware issue,Refund request,Refund request,Low,Low
2422,Cancellation request,Cancellation request,Refund request,Critical,Medium
2423,Display issue,Billing inquiry,Refund request,Medium,Medium
2424,Product recommendation,Billing inquiry,Product inquiry,Low,Low
2425,Software bug,Cancellation request,Cancellation request,High,High
2426,Installation support,Product inquiry,Technical issue,Critical,Critical
2427,Battery life,Technical issue,Technical issue,Low,Low
2428,Network problem,Technical issue,Technical issue,Critical,Critical
2429,Battery life,Product inquiry,Product inquiry,Low,Medium
2430,Battery life,Technical issue,Technical issue,Medium,Medium
2431,Refund request,Refund request,Product inquiry,High,High
2432,Network problem,Refund request,Refund request,Low,High
2433,Account access,Product inquiry,Product inquiry,Medium,Low
2434,Installation support,Technical issue,Billing inquiry,High,Medium
2435,Installation support,Billing inquiry,Product inquiry,Medium,Critical
2436,Delivery problem,Product inquiry,Refund request,Medium,Medium
2437,Installation support,Billing inquiry,Cancellation request,Low,Low
2438,Product compatibility,Billing inquiry,Billing inquiry,Critical,Critical
2439,Product setup,Refund request,Refund request,High,Medium
2440,Network problem,Refund request,Refund request,Critical,Critical
2441,Product compatibility,Product inquiry,Product inquiry,Low,Low
2442,Software bug,Cancellation request,Billing inquiry,High,Critical
2443,Display issue,Technical issue,Billing inquiry,Medium,Medium
2444,Software bug,Product inquiry,Technical issue,Critical,Critical
2445,Battery life,Product inquiry,Product inquiry,Medium,Medium
2446,Hardware issue,Cancellation request,Cancellation request,Low,High
2447,Software bug,Technical issue,Technical issue,Medium,Medium
2448,Account access,Cancellation request,Cancellation request,Low,Medium
2449,Cancellation request,Refund request,Technical issue,Low,Low
2450,Peripheral compatibility,Cancellation request,Cancellation request,Low,Medium
2451,Display issue,Product inquiry,Cancellation request,Critical,Critical
2452,Product compatibility,Refund request,Product inquiry,Low,Low
2453,Product recommendation,Product inquiry,Product inquiry,Medium,Medium
2454,Hardware issue,Cancellation request,Refund request,High,Low
2455,Software bug,Refund request,Billing inquiry,Low,Low
2456,Delivery problem,Refund request,Refund request,Low,High
2457,Peripheral compatibility,Billing inquiry,Billing inquiry,Critical,Critical
2458,Cancellation request,Technical issue,Cancellation request,Low,Medium
2459,Refund request,Product inquiry,Product inquiry,Low,Low
2460,Installation support,Technical issue,Technical issue,Critical,Low
2461,Product compatibility,Technical issue,Technical issue,Low,Medium
2462,Software bug,Product inquiry,Product inquiry,Medium,Medium
2463,Cancellation request,Product inquiry,Cancellation request,Medium,Medium
2464,Product compatibility,Technical issue,Technical issue,Low,High
2465,Software bug,Product inquiry,Product inquiry,Critical,Critical
2466,Product compatibility,Product inquiry,Product inquiry,Critical,Low
2467,Installation support,Billing inquiry,Billing inquiry,Medium,High
2468,Delivery problem,Product inquiry,Technical issue,Critical,Low
2469,Cancellation request,Refund request,Refund request,Low,Low
2470,Display issue,Billing inquiry,Technical issue,Critical,Medium
2471,Product setup,Cancellation request,Refund request,Low,Critical
2472,Data loss,Technical issue,Technical issue,Medium,Medium
2473,Network problem,Technical issue,Technical issue,High,Low
2474,Installation support,Technical issue,Refund request,Medium,Medium
2475,Peripheral compatibility,Refund request,Billing inquiry,High,High
2476,Payment issue,Cancellation request,Cancellation request,Low,Critical
2477,Installation support,Refund request,Billing inquiry,High,High
2478,Account access,Technical issue,Product inquiry,Low,Medium
2479,Product compatibility,Technical issue,Product inquiry,Medium,Medium
2480,Peripheral compatibility,Product inquiry,Product inquiry,Low,Critical
2481,Product compatibility,Cancellation request,Cancellation request,Critical,Medium
2482,Data loss,Product inquiry,Billing inquiry,Critical,Medium
2483,Installation support,Refund request,Cancellation request,Critical,High
2484,Software bug,Technical issue,Technical issue,Medium,Medium
2485,Payment issue,Refund request,Billing inquiry,Medium,Medium
2486,Payment issue,Technical issue,Technical issue,High,High
2487,Hardware issue,Product inquiry,Cancellation request,Medium,Medium
2488,Network problem,Product inquiry,Refund request,Low,Low
2489,Battery life,Cancellation request,Technical issue,Critical,Medium
2490,Peripheral compatibility,Cancellation request,Billing inquiry,Critical,Critical
2491,Refund request,Product inquiry,Product inquiry,High,High
2492,Battery life,Technical issue,Technical issue,Medium,Medium
